delivrables,strategies,releases
./deliverables/rocky/networking-odl.yaml, cycle-with-milestones,rocky
./deliverables/rocky/python-ironicclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/python-aodhclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/puppet-heat.yaml, cycle-trailing,rocky
./deliverables/rocky/puppet-nova.yaml, cycle-trailing,rocky
./deliverables/rocky/sahara-image-elements.yaml, cycle-with-milestones,rocky
./deliverables/rocky/puppet-openstack_spec_helper.yaml, untagged,rocky
./deliverables/rocky/designate-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/puppet-monasca.yaml, cycle-trailing,rocky
./deliverables/rocky/python-tricircleclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/trove-dashboard.yaml, cycle-with-milestones,rocky
./deliverables/rocky/puppet-sahara.yaml, cycle-trailing,rocky
./deliverables/rocky/ec2-api.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/monasca-ui.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/neutron-lib.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/sahara-tests.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/os-net-config.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/designate.yaml, cycle-with-milestones,rocky
./deliverables/rocky/tacker.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/telemetry-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/kolla.yaml, cycle-trailing,rocky
./deliverables/rocky/oslotest.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/congress-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/octavia.yaml, cycle-with-milestones,rocky
./deliverables/rocky/masakari-monitors.yaml, cycle-with-milestones,rocky
./deliverables/rocky/shade.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/tripleo-ipsec.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/puppet-watcher.yaml, cycle-trailing,rocky
./deliverables/rocky/puppet-tripleo.yaml, cycle-trailing,rocky
./deliverables/rocky/magnum-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/octavia-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/os-acc.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/puppet-openstack-integration.yaml, untagged,rocky
./deliverables/rocky/os-apply-config.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/blazar-nova.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/debtcollector.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/masakari.yaml, cycle-with-milestones,rocky
./deliverables/rocky/murano-agent.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/puppet-gnocchi.yaml, cycle-trailing,rocky
./deliverables/rocky/python-octaviaclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/sushy.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/oslo.privsep.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/zun.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/designate-dashboard.yaml, cycle-with-milestones,rocky
./deliverables/rocky/neutron-fwaas.yaml, cycle-with-milestones,rocky
./deliverables/rocky/barbican-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/python-mistralclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/puppet-ironic.yaml, cycle-trailing,rocky
./deliverables/rocky/watcher-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/manila-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/oslo.utils.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/oslo.cache.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/networking-bgpvpn.yaml, cycle-with-milestones,rocky
./deliverables/rocky/magnum-ui.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/glance.yaml, cycle-with-milestones,rocky
./deliverables/rocky/tooz.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/tripleo-puppet-elements.yaml, cycle-trailing,rocky
./deliverables/rocky/puppet-zaqar.yaml, cycle-trailing,rocky
./deliverables/rocky/oslo.db.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/python-glanceclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/neutron.yaml, cycle-with-milestones,rocky
./deliverables/rocky/openstacksdk.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/puppet-trove.yaml, cycle-trailing,rocky
./deliverables/rocky/kuryr-kubernetes.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/python-qinlingclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/vitrage-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/neutron-lbaas.yaml, cycle-with-milestones,rocky
./deliverables/rocky/python-masakariclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/oslo.rootwrap.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/monasca-persister.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/oslo.context.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/oslo.middleware.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/nova-powervm.yaml, cycle-with-milestones,rocky
./deliverables/rocky/solum.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/senlin-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/nova.yaml, cycle-with-milestones,rocky
./deliverables/rocky/cinder.yaml, cycle-with-milestones,rocky
./deliverables/rocky/heat.yaml, cycle-with-milestones,rocky
./deliverables/rocky/kuryr.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/python-solumclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/mox3.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/python-heatclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/grenade.yaml, untagged,rocky
./deliverables/rocky/tripleo-common.yaml, cycle-trailing,rocky
./deliverables/rocky/monasca-transform.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/puppet-cloudkitty.yaml, cycle-trailing,rocky
./deliverables/rocky/sahara-extra.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/openstack-ansible-roles.yaml, untagged,rocky
./deliverables/rocky/puppet-barbican.yaml, cycle-trailing,rocky
./deliverables/rocky/heat-translator.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/rpm-packaging.yaml, untagged,rocky
./deliverables/rocky/python-cloudkittyclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/puppet-magnum.yaml, cycle-trailing,rocky
./deliverables/rocky/python-vitrageclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/zaqar-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/monasca-api.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/python-keystoneclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/cloudkitty.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/octavia-dashboard.yaml, cycle-with-milestones,rocky
./deliverables/rocky/python-monascaclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/oslo.i18n.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/puppet-openstacklib.yaml, cycle-trailing,rocky
./deliverables/rocky/bifrost.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/networking-ovn.yaml, cycle-with-milestones,rocky
./deliverables/rocky/os-client-config.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/devstack.yaml, untagged,rocky
./deliverables/rocky/python-magnumclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/trove-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/ironic-lib.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/tripleo-image-elements.yaml, cycle-trailing,rocky
./deliverables/rocky/python-pankoclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/taskflow.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/cyborg.yaml, cycle-with-milestones,rocky
./deliverables/rocky/manila.yaml, cycle-with-milestones,rocky
./deliverables/rocky/trove.yaml, cycle-with-milestones,rocky
./deliverables/rocky/tripleo-ui.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/tripleo-validations.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/puppet-freezer.yaml, cycle-trailing,rocky
./deliverables/rocky/vitrage.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/zaqar.yaml, cycle-with-milestones,rocky
./deliverables/rocky/manila-ui.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/python-tripleoclient.yaml, cycle-trailing,rocky
./deliverables/rocky/python-zunclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/zun-ui.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/tricircle.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/networking-bagpipe.yaml, cycle-with-milestones,rocky
./deliverables/rocky/heat-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/monasca-thresh.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/barbican.yaml, cycle-with-milestones,rocky
./deliverables/rocky/ironic-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/keystone-tempest-plugin.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/masakari-dashboard.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/puppet-horizon.yaml, cycle-trailing,rocky
./deliverables/rocky/python-troveclient.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/cloudkitty-dashboard.yaml, cycle-with-intermediary,rocky
./deliverables/rocky/osprofiler.yaml, cycle-with-intermediary,rocky
./deliverables/stein/murano-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-vswitch.yaml, cycle-trailing,stein
./deliverables/stein/networking-hyperv.yaml, cycle-with-intermediary,stein
./deliverables/stein/heat-dashboard.yaml, cycle-with-intermediary,stein
./deliverables/stein/karbor.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-zaqarclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/monasca-kibana-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/neutron-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-ironic-inspector-client.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.log.yaml, cycle-with-intermediary,stein
./deliverables/stein/kolla-ansible.yaml, cycle-trailing,stein
./deliverables/stein/congress-dashboard.yaml, cycle-with-rc,stein
./deliverables/stein/futurist.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-novaclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/kuryr-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/os-refresh-config.yaml, cycle-trailing,stein
./deliverables/stein/python-designateclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/solum-dashboard.yaml, cycle-with-intermediary,stein
./deliverables/stein/blazar-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/solum-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-manila.yaml, cycle-trailing,stein
./deliverables/stein/networking-sfc.yaml, cycle-with-rc,stein
./deliverables/stein/networking-midonet.yaml, cycle-with-rc,stein
./deliverables/stein/monasca-common.yaml, cycle-with-intermediary,stein
./deliverables/stein/kuryr-libnetwork.yaml, cycle-with-intermediary,stein
./deliverables/stein/cinder-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/monasca-agent.yaml, cycle-with-intermediary,stein
./deliverables/stein/mistral-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-saharaclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/keystoneauth.yaml, cycle-with-intermediary,stein
./deliverables/stein/congress.yaml, cycle-with-rc,stein
./deliverables/stein/neutron-fwaas-dashboard.yaml, cycle-with-intermediary,stein
./deliverables/stein/sahara-plugin-spark.yaml, cycle-with-rc,stein
./deliverables/stein/devstack-plugin-amqp1.yaml, untagged,stein
./deliverables/stein/storlets.yaml, cycle-with-rc,stein
./deliverables/stein/puppet-aodh.yaml, cycle-trailing,stein
./deliverables/stein/tripleo-ansible.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-congress.yaml, cycle-trailing,stein
./deliverables/stein/senlin-dashboard.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-swiftclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-openstack_extras.yaml, cycle-trailing,stein
./deliverables/stein/zun-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-ovn.yaml, cycle-trailing,stein
./deliverables/stein/os-traits.yaml, cycle-with-intermediary,stein
./deliverables/stein/osc-placement.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.vmware.yaml, cycle-with-intermediary,stein
./deliverables/stein/openstack-ansible.yaml, cycle-trailing,stein
./deliverables/stein/python-congressclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/requirements.yaml, cycle-with-intermediary,stein
./deliverables/stein/murano-dashboard.yaml, cycle-with-rc,stein
./deliverables/stein/cliff.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-ec2api.yaml, cycle-trailing,stein
./deliverables/stein/monasca-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/ovsdbapp.yaml, cycle-with-intermediary,stein
./deliverables/stein/freezer.yaml, cycle-with-intermediary,stein
./deliverables/stein/freezer-web-ui.yaml, cycle-with-intermediary,stein
./deliverables/stein/keystonemiddleware.yaml, cycle-with-intermediary,stein
./deliverables/stein/glance-store.yaml, cycle-with-intermediary,stein
./deliverables/stein/sahara-dashboard.yaml, cycle-with-rc,stein
./deliverables/stein/puppet-vitrage.yaml, cycle-trailing,stein
./deliverables/stein/release-test.yaml, cycle-with-rc,stein
./deliverables/stein/monasca-events-api.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-panko.yaml, cycle-trailing,stein
./deliverables/stein/osc-lib.yaml, cycle-with-intermediary,stein
./deliverables/stein/automaton.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-senlinclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.service.yaml, cycle-with-intermediary,stein
./deliverables/stein/magnum.yaml, cycle-with-rc,stein
./deliverables/stein/castellan.yaml, cycle-with-intermediary,stein
./deliverables/stein/mistral-lib.yaml, cycle-with-intermediary,stein
./deliverables/stein/swift.yaml, cycle-with-intermediary,stein
./deliverables/stein/monasca-notification.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-designate.yaml, cycle-trailing,stein
./deliverables/stein/vitrage-dashboard.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-rally.yaml, cycle-trailing,stein
./deliverables/stein/horizon.yaml, cycle-with-rc,stein
./deliverables/stein/neutron-lbaas-dashboard.yaml, cycle-with-rc,stein
./deliverables/stein/oslo.policy.yaml, cycle-with-intermediary,stein
./deliverables/stein/qinling.yaml, cycle-with-rc,stein
./deliverables/stein/devstack-plugin-kafka.yaml, untagged,stein
./deliverables/stein/puppet-cinder.yaml, cycle-trailing,stein
./deliverables/stein/os-collect-config.yaml, cycle-trailing,stein
./deliverables/stein/mistral.yaml, cycle-with-rc,stein
./deliverables/stein/watcher-dashboard.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-tempest.yaml, cycle-trailing,stein
./deliverables/stein/python-freezerclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/searchlight-ui.yaml, cycle-with-rc,stein
./deliverables/stein/oslo.serialization.yaml, cycle-with-intermediary,stein
./deliverables/stein/ironic-inspector.yaml, cycle-with-intermediary,stein
./deliverables/stein/os-vif.yaml, cycle-with-intermediary,stein
./deliverables/stein/sahara-plugin-ambari.yaml, cycle-with-rc,stein
./deliverables/stein/networking-generic-switch.yaml, cycle-with-intermediary,stein
./deliverables/stein/sahara-plugin-vanilla.yaml, cycle-with-rc,stein
./deliverables/stein/python-blazarclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/monasca-ceilometer.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-openstackclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/placement.yaml, cycle-with-rc,stein
./deliverables/stein/ceilometer.yaml, cycle-with-rc,stein
./deliverables/stein/devstack-plugin-container.yaml, untagged,stein
./deliverables/stein/tripleo-heat-templates.yaml, cycle-trailing,stein
./deliverables/stein/blazar-dashboard.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-brick-cinderclient-ext.yaml, cycle-with-intermediary,stein
./deliverables/stein/stevedore.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-watcherclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-glance.yaml, cycle-trailing,stein
./deliverables/stein/python-neutronclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/ironic-python-agent.yaml, cycle-with-intermediary,stein
./deliverables/stein/octavia-lib.yaml, cycle-with-intermediary,stein
./deliverables/stein/karbor-dashboard.yaml, cycle-with-intermediary,stein
./deliverables/stein/os-win.yaml, cycle-with-intermediary,stein
./deliverables/stein/pycadf.yaml, cycle-with-intermediary,stein
./deliverables/stein/cloudkitty-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-ceilometer.yaml, cycle-trailing,stein
./deliverables/stein/python-cyborgclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/ironic.yaml, cycle-with-intermediary,stein
./deliverables/stein/monasca-statsd.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.messaging.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-octavia.yaml, cycle-trailing,stein
./deliverables/stein/watcher.yaml, cycle-with-rc,stein
./deliverables/stein/oslo.versionedobjects.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-karborclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-qdr.yaml, cycle-trailing,stein
./deliverables/stein/aodh.yaml, cycle-with-rc,stein
./deliverables/stein/tacker-horizon.yaml, cycle-with-intermediary,stein
./deliverables/stein/keystone.yaml, cycle-with-rc,stein
./deliverables/stein/puppet-oslo.yaml, cycle-trailing,stein
./deliverables/stein/paunch.yaml, cycle-trailing,stein
./deliverables/stein/zaqar-ui.yaml, cycle-with-rc,stein
./deliverables/stein/os-resource-classes.yaml, cycle-with-intermediary,stein
./deliverables/stein/monasca-log-api.yaml, cycle-with-intermediary,stein
./deliverables/stein/neutron-dynamic-routing.yaml, cycle-with-rc,stein
./deliverables/stein/qinling-dashboard.yaml, cycle-with-rc,stein
./deliverables/stein/puppet-keystone.yaml, cycle-trailing,stein
./deliverables/stein/networking-powervm.yaml, cycle-with-rc,stein
./deliverables/stein/python-cinderclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-manilaclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-muranoclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/neutron-vpnaas-dashboard.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-swift.yaml, cycle-trailing,stein
./deliverables/stein/oslo.concurrency.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.reports.yaml, cycle-with-intermediary,stein
./deliverables/stein/panko.yaml, cycle-with-rc,stein
./deliverables/stein/puppet-tacker.yaml, cycle-trailing,stein
./deliverables/stein/ironic-ui.yaml, cycle-with-intermediary,stein
./deliverables/stein/senlin.yaml, cycle-with-rc,stein
./deliverables/stein/heat-agents.yaml, cycle-with-intermediary,stein
./deliverables/stein/ceilometer-powervm.yaml, cycle-with-rc,stein
./deliverables/stein/sahara.yaml, cycle-with-rc,stein
./deliverables/stein/tosca-parser.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-tackerclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-neutron.yaml, cycle-trailing,stein
./deliverables/stein/os-brick.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-barbicanclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/patrole.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.config.yaml, cycle-with-intermediary,stein
./deliverables/stein/neutron-vpnaas.yaml, cycle-with-rc,stein
./deliverables/stein/networking-baremetal.yaml, cycle-with-intermediary,stein
./deliverables/stein/murano.yaml, cycle-with-rc,stein
./deliverables/stein/searchlight.yaml, cycle-with-rc,stein
./deliverables/stein/ec2api-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-murano.yaml, cycle-trailing,stein
./deliverables/stein/blazar.yaml, cycle-with-rc,stein
./deliverables/stein/ceilometermiddleware.yaml, cycle-with-intermediary,stein
./deliverables/stein/tempest.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-mistral.yaml, cycle-trailing,stein
./deliverables/stein/puppet-glare.yaml, cycle-trailing,stein
./deliverables/stein/networking-odl.yaml, cycle-with-rc,stein
./deliverables/stein/python-ironicclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-aodhclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-heat.yaml, cycle-trailing,stein
./deliverables/stein/puppet-nova.yaml, cycle-trailing,stein
./deliverables/stein/sahara-image-elements.yaml, cycle-with-rc,stein
./deliverables/stein/oswin-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-openstack_spec_helper.yaml, untagged,stein
./deliverables/stein/designate-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-monasca.yaml, cycle-trailing,stein
./deliverables/stein/puppet-senlin.yaml, cycle-trailing,stein
./deliverables/stein/python-tricircleclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/trove-dashboard.yaml, cycle-with-rc,stein
./deliverables/stein/puppet-sahara.yaml, cycle-trailing,stein
./deliverables/stein/ec2-api.yaml, cycle-with-intermediary,stein
./deliverables/stein/monasca-ui.yaml, cycle-with-intermediary,stein
./deliverables/stein/neutron-lib.yaml, cycle-with-intermediary,stein
./deliverables/stein/sahara-tests.yaml, cycle-with-intermediary,stein
./deliverables/stein/sahara-plugin-cdh.yaml, cycle-with-rc,stein
./deliverables/stein/os-net-config.yaml, cycle-trailing,stein
./deliverables/stein/designate.yaml, cycle-with-rc,stein
./deliverables/stein/tacker.yaml, cycle-with-rc,stein
./deliverables/stein/telemetry-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/kolla.yaml, cycle-trailing,stein
./deliverables/stein/oslotest.yaml, cycle-with-intermediary,stein
./deliverables/stein/congress-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/octavia.yaml, cycle-with-rc,stein
./deliverables/stein/masakari-monitors.yaml, cycle-with-rc,stein
./deliverables/stein/shade.yaml, cycle-with-intermediary,stein
./deliverables/stein/tripleo-ipsec.yaml, cycle-trailing,stein
./deliverables/stein/puppet-watcher.yaml, cycle-trailing,stein
./deliverables/stein/puppet-tripleo.yaml, cycle-trailing,stein
./deliverables/stein/magnum-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/octavia-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-searchlightclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/os-acc.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-openstack-integration.yaml, untagged,stein
./deliverables/stein/os-apply-config.yaml, cycle-trailing,stein
./deliverables/stein/blazar-nova.yaml, cycle-with-intermediary,stein
./deliverables/stein/debtcollector.yaml, cycle-with-intermediary,stein
./deliverables/stein/masakari.yaml, cycle-with-rc,stein
./deliverables/stein/murano-agent.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-gnocchi.yaml, cycle-trailing,stein
./deliverables/stein/python-octaviaclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/sushy.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.privsep.yaml, cycle-with-intermediary,stein
./deliverables/stein/zun.yaml, cycle-with-rc,stein
./deliverables/stein/designate-dashboard.yaml, cycle-with-rc,stein
./deliverables/stein/neutron-fwaas.yaml, cycle-with-rc,stein
./deliverables/stein/barbican-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-mistralclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-ironic.yaml, cycle-trailing,stein
./deliverables/stein/watcher-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/manila-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/freezer-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.utils.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.cache.yaml, cycle-with-intermediary,stein
./deliverables/stein/networking-bgpvpn.yaml, cycle-with-rc,stein
./deliverables/stein/magnum-ui.yaml, cycle-with-intermediary,stein
./deliverables/stein/glance.yaml, cycle-with-rc,stein
./deliverables/stein/tooz.yaml, cycle-with-intermediary,stein
./deliverables/stein/tripleo-puppet-elements.yaml, cycle-trailing,stein
./deliverables/stein/puppet-zaqar.yaml, cycle-trailing,stein
./deliverables/stein/oslo.db.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-glanceclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/neutron.yaml, cycle-with-rc,stein
./deliverables/stein/openstacksdk.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-trove.yaml, cycle-trailing,stein
./deliverables/stein/sahara-plugin-storm.yaml, cycle-with-rc,stein
./deliverables/stein/kuryr-kubernetes.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-qinlingclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/vitrage-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/neutron-lbaas.yaml, cycle-with-rc,stein
./deliverables/stein/python-masakariclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.rootwrap.yaml, cycle-with-intermediary,stein
./deliverables/stein/monasca-persister.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.context.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.middleware.yaml, cycle-with-intermediary,stein
./deliverables/stein/nova-powervm.yaml, cycle-with-rc,stein
./deliverables/stein/solum.yaml, cycle-with-rc,stein
./deliverables/stein/senlin-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/nova.yaml, cycle-with-rc,stein
./deliverables/stein/cinder.yaml, cycle-with-rc,stein
./deliverables/stein/heat.yaml, cycle-with-rc,stein
./deliverables/stein/kuryr.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-solumclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/mox3.yaml, cycle-with-intermediary,stein
./deliverables/stein/python-heatclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/grenade.yaml, untagged,stein
./deliverables/stein/tripleo-common.yaml, cycle-trailing,stein
./deliverables/stein/monasca-transform.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-cloudkitty.yaml, cycle-trailing,stein
./deliverables/stein/sahara-extra.yaml, cycle-with-intermediary,stein
./deliverables/stein/sahara-plugin-mapr.yaml, cycle-with-rc,stein
./deliverables/stein/openstack-ansible-roles.yaml, untagged,stein
./deliverables/stein/puppet-barbican.yaml, cycle-trailing,stein
./deliverables/stein/heat-translator.yaml, cycle-with-intermediary,stein
./deliverables/stein/rpm-packaging.yaml, untagged,stein
./deliverables/stein/python-cloudkittyclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/os-ken.yaml, cycle-with-intermediary,stein
./deliverables/stein/puppet-magnum.yaml, cycle-trailing,stein
./deliverables/stein/python-vitrageclient.yaml, cycle-with-intermediary,stein
./deliverables/stein/zaqar-tempest-plugin.yaml, cycle-with-intermediary,stein
./deliverables/stein/oslo.upgradecheck.yaml, cycle-with-intermediary,stein
./deliverables/stein/monasca-api.yaml, cycle-with-intermediary,stein
